page,id,title,main_reference_number,has_not_been_viewed_much,date_start,date_end,date_display,artist_display,place_of_origin,exhibition_history,colorfulness,department_title,artist_title,style_title,classification_title
13,61353,Oviri,1947.686.1,False,1894.0,1894.0,1894,"Paul Gauguin
French, 1848-1903",France,"Paris, Musée du Luxembourg, ""Gauguin: Sculpteur et Graveur,"" January–February, 1928, p. 12, cat. 78.

The Art Institute of Chicago, ""Gauguin: Paintings, Drawings, Prints, Sculpture,"" February 12-March 29, 1959, p. 87, cat. 172; traveled to the Metropolitan Museum of Art, New York, April 21-May 31, 1959.

Vienna, Österreichische Galerie im Oberen Belvedere, ""Paul Gauguin,"" June 7-July 31, 1960, p. 46, cat. 96.

Chicago, David and Alfred Smart Gallery, University of Chicago, ""The Earthly Chimera and the Femme Fatale: Fear of Woman in Nineteenth-Century Art,"" May 20-June 21, 1981, p. 23, cat. 8.

Washington, D.C., National Gallery of Art, ""The Art of Paul Gauguin,"" May 1-July 31, 1988, pp. 374-76, cat. 213 (ill.); traveled to The Art Institute of Chicago, September 17-December 11, 1988.

The Art Institute of Chicago, ""Gauguin: Artist as Alchemist"",  June 25 - September 10, 2017, pp. 31, 32, 40-41, 270, 274, cat. 219, cat. by Gloria Groom, et. al., traveled to Paris, Réunion des musées nationaux - Grand Palais, October 9, 2017 - January 21, 2018.",29.926,Prints and Drawings,Paul Gauguin,,woodcut
13,61345,"Le sourire: Journal méchant, Mar. 1900",1947.685,True,1900.0,1900.0,1900,"Paul Gauguin
French, 1848-1903",France,"Tate Modern, London, ""Gauguin: Maker of Myth,"" shown in London only, September 30, 2010–January 16, 2011, pp. 193, 202, fig. 134, cat. by Belinda Thompson, ed.",31.3853,Prints and Drawings,Paul Gauguin,,woodcut
13,60812,Merahi metua no Tehamana (Tehamana Has Many Parents or The Ancestors of Tehamana),1980.613,False,1893.0,1893.0,1893,"Paul Gauguin
French, 1848-1903",France,"Paris, Galeries Durand-Ruel, Exposition Paul Gauguin, November 1893, cat. 33.

Béziers, Société des Beaux-Arts, 1901, cat. 53.

Paris, Galerie L. Dru, Exposition retrospective de P. Gauguin (1848–1903); peintures, bois, céramiques, gravures, dessins, April 16–May 11, 1923, cat. 22.

Paris, Le Portique, Gauguin, 1931, cat. 1.

Chicago, Quest Art Galleries, French Nineteenth Century Paintings, May 3–15, 1937, cat. 11 (ill.)

New York, Jacques Seligmann Galleries, February 1937.

New York, Wildenstein and Co., Inc., Great Portraits from Impressionism to Modernism, March 1–29, 1938, cat. 14.

The Art Institute of Chicago, Great French Paintings: An Exhibition in Memory of Chauncey McCormick, January 20–February 20, 1955, cat. 19 (ill.).

The Art Institute of Chicago, Gauguin, Paintings, Drawings, Prints, Sculpture, February 12–March 29, 1959, cat. 51 (ill.); traveled to New York, Metropolitan Museum of Art, April 21–May 31, 1959.

Albi, France, Musée Toulouse-Lauctrec, Trésors impressionnistes du Musée de Chicago, June 27–August 31, 1980, cat. 31 (ill.). 

New York, Museum of Modern Art, Primitivism in 20th Century Art, September 5, 1984-January 15, 1985, no cat. no. (ill.).

Washington, D. C., National Gallery of Art, The Art of Paul Gauguin, May 1–July 31, 1988, cat. 158 (ill.); Art Institute of Chicago, September 17–December 11, 1988; and Paris, Grand Palais, January 10–April 24, 1989.

Moscow, The Pushkin Museum, Gauguin in Russia, May-June, 1989, cat. 30 (ill.); Leningrad [St. Petersburg], The Hermitage, July-October 1989.

Staatsgalerie Stuttgart, Paul Gauguin-Tahiti, February 7-June 1, 1998, cat. 44 (ill.).

The Art Institute of Chicago, Van Gogh and Gauguin: The Studio of the South, September 22, 2001-January 13, 2002, cat. 141 (ill.), traveled to The Van Gogh Museum, Amsterdam, February 9-June 6, 2002.

Paris, Galeries Nationales du Grand Palais, Gauguin: Tahiti, September 30, 2003-January 19, 2004, cat. 99 (ill.), traveled to Boston, Museum of Fine Arts, February 29, 2004-June 20, 2004.

Fort Worth, Tex., Kimbell Museum of Art, The Impressionists: Master Paintings from the Art Institute of Chicago, June 29–November 2, 2008, cat. 70 (ill.).

London, Tate Modern, Paul Gauguin: Maker of Myth, September 30, 2010-January 16, 2011; Washington, DC, National Gallery of Art, February 21-May 30, 2011.

Copenhagen, NY Carlsberg Glyptotek, Gauguin Polynesia, September 24- December 31, 2011. fig. 205; Seattle Art Museum, February 9- April 29, 2012.

Treviso, Museo di Santa Caterina, Storie dell'Impressionismo, October 29, 2016-April 17, 2017, cat. 22.

Chicago, The Art Institute of Chicago, Gauguin: Artist as Alchemist, June 25-Sept. 10. 2017; Paris, Musée d’Orsay, Oct. 9, 2017-Jan. 1, 2018.

Ottawa, National Gallery of Canada, Gauguin Portraits, May 24 - September 8 2019, cat. 85; London, The National Gallery, October 9 2019 - January 26 - 2020.",36.3819,Painting and Sculpture of Europe,Paul Gauguin,Post-Impressionism,oil on canvas
13,60745,Tahitian Idol—the Goddess Hina,1947.471,False,1894.0,1895.0,1894/95,"Paul Gauguin
French, 1848-1903",France,,58.3233,Prints and Drawings,Paul Gauguin,,woodcut
13,60636,"Human Miseries, from the Suite of Late Wood-Block Prints",1947.436,True,1898.0,1899.0,1898/99,"Paul Gauguin
French, 1848-1903",France,"The Art Institute of Chicago, ""Gauguin: Paintings, Drawings, Prints, Sculpture,"" February 12-March 29, 1959, p. 88, cat. 183; traveled to the Metropolitan Museum of Art, New York, April 21-May 31, 1959.

Washington D.C., National Gallery of Art, ""The Art of Paul Gauguin,"" p. 443, cat. 244 (ill.); shown only at The Art Institute of Chicago, September 17-December 11, 1988.

The Art Institute of Chicago, ""Gauguin: Artist as Alchemist"",  June 25 - September 10, 2017, pp. 17, 178, 182, 183, cat 110, cat. by Gloria Groom, et. al., traveled to Paris, Réunion des musées nationaux - Grand Palais, October 9, 2017 - January 21, 2018.",12.9752,Prints and Drawings,Paul Gauguin,,woodcut
13,60634,"Wayside Shrine in Brittany, from the Suite of Late Wood-Block Prints",1947.435,True,1898.0,1899.0,1898/99,"Paul Gauguin
French, 1848-1903",France,"The Art Institute of Chicago, ""Gauguin: Paintings, Drawings, Prints, Sculpture,"" February 12-March 29, 1959, p. 88, cat. 182; traveled to the Metropolitan Museum of Art, New York, April 21-May 31, 1959.

Washington D.C., National Gallery of Art, ""The Art of Paul Gauguin,"" p. 442, cat. 242 (ill.); shown only at The Art Institute of Chicago, September 17-December 11, 1988.

The Art Institute of Chicago, ""Gauguin: Artist as Alchemist"",  June 25 - September 10, 2017, pp. 17, 41, 42, 292, 304, 306, cat. 248, cat. by Gloria Groom, et. al., traveled to Paris, Réunion des musées nationaux - Grand Palais, October 9, 2017 - January 21, 2018.",17.885,Prints and Drawings,Paul Gauguin,,woodcut
13,55774,Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her),1946.435,True,1894.0,1895.0,1894/95,"Paul Gauguin
French, 1848-1903",France,"Brooklyn Museum, ""Complete Graphic Works & Some Paintings by Gauguin,"" June 18-September 18, 1938, no exh cat.",28.7728,Prints and Drawings,Paul Gauguin,,woodcut
13,55731,"Bust of a Nude Woman and Three-Quarter Figure of a Man with a White Cap in Profile, Third Small Figure at Far Right, headpiece for Le sourire",1946.425,False,1899.0,1900.0,1899/1900,"Paul Gauguin
French, 1848-1903",France,,23.1443,Prints and Drawings,Paul Gauguin,,woodcut
13,55504,Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her),1946.341,True,1894.0,1895.0,1894/95,"Paul Gauguin
French, 1848-1903",France,"New York, Wildenstein, ""Gauguin,"" April 5-May 5, 1956, p. 23, cat. 89.

The Art Institute of Chicago, ""A Survey of the Woodcut,"" January 22–April 6, 1958.

The Art Institute of Chicago, ""Gauguin: Paintings, Drawings, Prints, Sculpture,"" February 12-March 29, 1959, p. 85, cat. 164; traveled to the Metropolitan Museum of Art, New York, April 21-May 31, 1959.

Washington, D.C., National Gallery of Art, ""The Art of Paul Gauguin,"" 1988, p. 347, cat. 186 (ill.); shown only at The Art Institute of Chicago, September 17-December 11, 1988.

The Art Institute of Chicago, ""Gauguin: Artist as Alchemist"",  June 25 - September 10, 2017, pp. 260, 264, 265, cat. 211, cat. by Gloria Groom, et. al., traveled to Paris, Réunion des musées nationaux - Grand Palais, October 9, 2017 - January 21, 2018.",35.1709,Prints and Drawings,Paul Gauguin,,woodcut
13,55341,Breton Bather,1946.292,False,1886.0,1887.0,1886/87,"Paul Gauguin
French, 1848-1903",France,"Paris, Grand Palais des Champs-Élysées, ""Salon d’automne: 4me exposition,"" Oct. 6–Nov. 15, 1906, cat. 124, as Pastel (Femme bretonne).

Paris, Association Paris–Amerique Latine, ""Exposition retrospective; Hommage au génial artiste franco-péruvien Gauguin,"" Dec. 17, 1926, cat. 65, as Femme devant la mer.

Kunsthalle Basel, ""Paul Gauguin,"" July-August, 1928, p. 27, cat. 168 (1st ed.), cat. 158 (2nd ed.), as Badendes Bretonemädchen.

Berlin, Galerien Thannhauser, ""Paul Gauguin: 1848-1903,"" October 1928, p. 13, cat. 134, as Badendes Bretonemädchen,

London, The Leicester Galleries, ""Catalogue of an Exhibition of the Durrio Collection of Works by Paul Gauguin (1848-1903),"" May-June, 1931, p. 8, cat. 28.

Chicago, Albert Roullier Art Galleries, ""An Exhibition of Original Drawings and Lithographs by Modern Masters,"" November 10-13, 1931 (ill.).

Chicago, Arts Club, ""Loan Exhibition of Modern Paintings and Drawings from Private Collections in Chicago,"" November 4-25, 1938, cat. 52, as The Bathers Brittany.

New York, The Museum of Modern Art, ""Modern Drawings,"" February 16-May 10, 1944, p. 91, cat. by Monroe Wheeler.

New York, Wildenstein and Company, ""Gauguin,"" April 5-May 5, 1956, p. 20, cat. 55 as Baigneuse bretonne.

The Art Institute of Chicago, ""Carl O. Schniewind: Memorial Exhibition,"" January 22–March 3, 1958, cat. 10.

The Art Institute of Chicago, ""Gauguin: Paintings, Drawings, Prints, Sculpture,"" February 12-March 29, 1959, p. 63, cat. 74; traveled to the Metropolitan Museum of Art, New York, April 23-May 31, 1959.

New York, Wildenstein and Company, ""Master Drawings from the Art Institute of Chicago,"" October 17-November 30, 1963, n.p., cat. 114 (ill.).

Palm Beach, Fla., Society of Four Arts, ""Drawings from The Art Institute of Chicago,"" January 5–27, 1974, cat. 20.

Washington, D.C., National Gallery of Art, ""The Art of Paul Gauguin,"" pp. 84-85, cat. 35 (ill.); traveled to The Art Institute of Chicago, September 17-December 11, 1988. 

New York, The Metropolitan Museum of Art and The Art Institute of Chicago, ""Cézanne to Picasso: Ambroise Vollard, Patron of the Avant-Garde,"" 2006-2007, pp. 63, 65, 367, cat. 101, fig. 63; Metropolitan Museum of Art, September 13, 2006-January 7, 2007, and The Art Institute of Chicago, February 17-May 13, 2007.

The Art Institute of Chicago, ""Gauguin: Artist as Alchemist"",  June 25 - September 10, 2017, pp. 22, 71n17, 166, 171, cat. 96, cat. by Gloria Groom, et. al., traveled to Paris, Réunion des musées nationaux - Grand Palais, October 9, 2017 - January 21, 2018.",45.6522,Prints and Drawings,Paul Gauguin,,pastel
13,55320,"Te atua (The God), from the Noa Noa Suite",1946.286,False,1894.0,1894.0,1894,"Paul Gauguin (French, 1848-1903)
printed in collaboration with Louis Roy (French, 1862-1907)",France,"Art Center in La Jolla (Calif.), Post Impressionists, Aug. 7–Sept. 25, 1955, cat. 43.

The Art Institute of Chicago, ""Gauguin: Paintings, Drawings, Prints, Sculpture,"" February 12-March 29, 1959, p. 84, cat. 157; traveled to the Metropolitan Museum of Art, New York, April 21-May 31, 1959.

Columbia, S.C., Museum of Art, Impressionism: An Exhibition Commemorative of the Tenth Anniversary of the Columbia Museum of Art . . . Symbolic of Its Introduction of New Ideas into the World of Today, Apr. 3–May 8, 1960, cat. 32.

The National Museum of Modern Art, Kyoto, ""Paul Gauguin,"" October 5-November 7, 1969, cat. 75 (ill.); traveled to Grand Magasin Seibu, Tokyo, August 23-September 30, 1969 and Cultural Center of Fukuoka Prefecture, Fukuoka, November 13-December 7, 1969.

Los Angeles Museum of Art, ""Light of Asia: Buddha Sakyamuni in Asian Art, "" 1984, p. 247, cat. 129, March 4-May 20, 1984; traveled to The Art Institute of Chicago, June 30-August 26, 1984 and the Brooklyn Museum, November 1, 1984-February 10, 1985.

The Art Institute of Chicago, ""Intimate Encounters: Paul Gauguin and the South Pacific, The Edward McCormick Blair Collection,"" September 6, 2003-January 11, 2004.

The Art Institute of Chicago, ""Gauguin: Artist as Alchemist"",  June 25 - September 10, 2017, pp. 31, 40, 41, 44n6, 58, 63n11, 235, 236, 238, 247-49, 270, cat. 193, cat. by Gloria Groom, et. al., traveled to Paris, Réunion des musées nationaux - Grand Palais, October 9, 2017 - January 21, 2018.",50.9359,Prints and Drawings,Paul Gauguin,,woodcut
13,54711,"Three People, a Mask, a Fox, and a Bird, headpiece for Le sourire",1946.33,True,1899.0,1899.0,1899,"Paul Gauguin
French, 1848-1903",France,,15.1232,Prints and Drawings,Paul Gauguin,,woodcut
13,54708,"A Horse and Birds, headpiece for Le sourire",1946.32,False,1899.0,1899.0,1899,"Paul Gauguin
French, 1848-1903",France,"The Art Institute of Chicago, ""Gauguin: Paintings, Drawings, Prints, Sculpture,"" February 12-March 29, 1959, p. 89, cat. 186; traveled to the Metropolitan Museum of Art, New York, April 21-May 31, 1959.

The Art Institute of Chicago, ""Gauguin: Artist as Alchemist"",  June 25 - September 10, 2017, hors. cat.",25.829,Prints and Drawings,Paul Gauguin,,woodcut
13,52994,"Plate with the Head of a Horned Devil, from the Suite of Late Wood-Block Prints",1945.95,True,1898.0,1899.0,1898/99,"Paul Gauguin
French, 1848-1903",France,"New York, Kleemann Galleries, ""Paul Gauguin,"" May 1945, cat. 8.

The Art Institute of Chicago, ""Gauguin: Paintings, Drawings, Prints, Sculpture,"" February 12-March 29, 1959, p. 88, cat. 181; traveled to the Metropolitan Museum of Art, New York, April 21-May 31, 1959.

Washington D.C., National Gallery of Art, ""The Art of Paul Gauguin,"" p. 440, cat. 239 (ill.); shown only at The Art Institute of Chicago, September 17-December 11, 1988.

The Art Institute of Chicago, ""Gauguin: Artist as Alchemist"",  June 25 - September 10, 2017, pp. 17, 252, 253, cat. 196, cat. by Gloria Groom, et. al., traveled to Paris, Réunion des musées nationaux - Grand Palais, October 9, 2017 - January 21, 2018.",11.8629,Prints and Drawings,Paul Gauguin,,woodcut
13,52990,Woman Picking Fruit and Oviri,1945.94,True,1895.0,1896.0,1895/96,"Paul Gauguin
French, 1848-1903",France,"New York, Kleemann Galleries, ""Paul Gauguin,"" May 1945, cat. 16.",27.6444,Prints and Drawings,Paul Gauguin,,woodcut
13,52987,"Te atua (The God), from the Suite of Late Wood-Block Prints",1945.93,False,1898.0,1899.0,1898/99,"Paul Gauguin
French, 1848-1903",France,"New York, Kleemann Galleries, ""Paul Gauguin,"" May 1945, cat. 14.

Munich, Germany, ""World Cultures and Modern Art,"" June 15-September 30, 1972, p. 267, cat. 1759 (ill.), organized by Siegfried Wichmann.

Washington, D.C. National Gallery of Art, ""The Art of Paul Gaugain,"" p. 437, cat. 232 (ill. in reverse); shown only at The Art Institute of Chicago, September 17-December 11, 1988.

Auckland, New Zealand, Auckland City Art Gallery, ""Paul Gauguin: Pages From the Pacific,"" August 4-October 15, 1995, pp. 46 and 54, cat. 31 (ill.), cat. by Douglas Druick and Peter Zegers.

The Art Institute of Chicago, ""Gauguin: Artist as Alchemist"",  June 25 - September 10, 2017, pp. 17, 304, 310, 311, cat. 254, cat. by Gloria Groom, et. al., traveled to Paris, Réunion des musées nationaux - Grand Palais, October 9, 2017 - January 21, 2018.",25.4904,Prints and Drawings,Paul Gauguin,,woodcut
13,52984,"Nave nave fenua (Delightful Land), from the Noa Noa Suite",1945.92,True,1893.0,1894.0,1893–94,"Paul Gauguin
French, 1848-1903",France,"New York, Kleemann Galleries, ""Paul Gauguin,"" May 1945, cat. 2.

Washington, D.C., National Gallery of Art, ""The Art of Paul Gauguin,"" 1988, p. 336, cat. 172g (ill.).; shown only at The Art Institute of Chicago, September 7-December 10, 1988.

The Art Institute of Chicago, ""Intimate Encounters: Paul Gauguin and the South Pacific, The Edward McCormick Blair Collection,"" September 6, 2003-January 11, 2004.",44.7139,Prints and Drawings,Paul Gauguin,,woodcut
13,51374,Crouching Tahitian Woman (related to the painting Nafea faa ipoipo [When Will You Marry?]),1944.578R,False,1891.0,1893.0,1891/93,"Paul Gauguin
French, 1848-1903",France,"Cologne, Städtische Ausstellungshalle am Aachener Tor, Internationale Kunstausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler zu Cöln, May 25–Sept. 30, 1912, cat. 164a, as Tahitanermädchen.

Art Institute of Chicago, Drawings Old and New, 1946, cat. 20, pl. 25, as Tahitian Woman.

Paris, Musée de l’Orangerie, De David à Toulouse-Lautrec: Chefs-d’oeuvres des collections américaines, 1955, cat. 73, pl. 75, as Tahitienne.

Art Institute of Chicago, French Drawings: Masterpieces from Seven Centuries, Oct. 13–Nov. 27, 1955, cat. 165, as Tahitian Woman; Minneapolis Institute of Arts, Dec. 2–29, 1955; Detroit Institute of Arts, Jan. 7–Feb. 11, 1956; San Francisco, California Palace of the Legion of Honor, Mar. 7–Apr. 10, 1956.

Art Institute of Chicago, Carl O. Schniewind: Memorial Exhibition, Jan. 22–Mar. 3, 1958, cat. 13, as Tahitian Woman.

Art Institute of Chicago, Gauguin: Paintings, Drawings, Prints, Sculpture, Feb. 12–Mar. 29, 1959, cat. 105; New York, Metropolitan Museum of Art, Apr. 21–May 31, 1959.

Art Institute of Chicago, Master Drawings from the Art Institute of Chicago: An Exhibition Held at Wildenstein, Oct. 17–Nov. 30, 1963, cat. 115, pl. 45.

Art Institute of Chicago, A Quarter Century of Collecting: Drawings Given to the Art Institute of Chicago, 1944–1970 by Margaret Day Blake, Apr. 28–June 7, 1970, cat. 37 (ill.).

Washington, D.C., National Gallery of Art, The Art of Paul Gauguin, May 1–July 31, 1988, cat. 146; Art Institute of Chicago, Sept. 17–Dec. 11, 1988; Paris, Galeries Nationales du Grand Palais, as Gauguin, Jan. 10–Apr. 20, 1988.

Auckland (New Zealand) City Art Gallery, Paul Gauguin: Pages from the Pacific, Aug. 4–Oct. 15, 1995, cat. 13.

Staatsgalerie Stuttgart, Paul Gauguin: Tahiti, Feb. 7–Jun. 6, 1998, cat. 49.

Art Institute of Chicago, The Broad Spectrum: Color on Paper, Past and Present, Sept. 12–Oct. 31, 1999, not in cat.",49.0943,Prints and Drawings,Paul Gauguin,,chalk
13,49853,"Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her), from L'estampe originale",1975.1042,True,1893.0,1894.0,1893–94,"Paul Gauguin
French, 1848-1903",France,"The Art Institute of Chicago, ""Graphic Tours: Travel and 19th French Works on Paper,"" January 14-April 17, 1994.",18.1084,Prints and Drawings,Paul Gauguin,,lithograph
13,48785,"Breton Bathers, from the Volpini Suite",1943.1030,False,1889.0,1889.0,1889,"Paul Gauguin
French, 1848-1903",France,"New York, Wildenstein and Company, ""Paul Gauguin,"" April 3-May 4, 1946, p. 73, cat. 81.

The Art Institute of Chicago, ""Gauguin: Paintings, Drawings, Prints, Sculpture,"" February 12-March 29, 1959, p. 80, cat. 130.

Toronto, Canada, Art Gallery of Ontario, ""Vincent van Gogh and the Birth of Cloisonism,"" January 23-March 22, 1981, pp. 194-201, cat. 58c (ill.), cat. by Bogomila Welsh-Ovcharov; traveled to the Rijksmuseum Vincent van Vogh, Amsterdam, April 9-June 14, 1981.

Washington, D.C., National Gallery of Art, ""The Art of Paul Gauguin,"" 1988, p. 137, cat. 71 (ill.); only shown at The Art Institute of Chicago, September 17-December 11, 1988.

The Art Institute of Chicago, ""Gauguin: Artist as Alchemist"",  June 25 - September 10, 2017, pp. 15, 166, 172, cat. 98, cat. by Gloria Groom, et. al.",92.4,Prints and Drawings,Paul Gauguin,,zincograph
13,48782,"Breton Women by a Gate, from the Volpini Suite",1943.1029,False,1889.0,1889.0,1889,"Paul Gauguin
French, 1848-1903",France,"New York, Wildenstein and Company, ""Paul Gauguin,"" April 3-May 4, 1946, p. 74, cat. 82.

The Art Institute of Chicago, ""Gauguin: Paintings, Drawings, Prints, Sculpture,"" February 12-March 29, 1959, p. 80, cat. 131.

Toronto, Canada, Art Gallery of Ontario, ""Vincent van Gogh and the Birth of Cloisonism,"" January 23-March 22, 1981, pp. 194-201, cat. 58d (ill.), cat. by Bogomila Welsh-Ovcharov; traveled to the Rijksmuseum Vincent van Vogh, Amsterdam, April 9-June 14, 1981.

Washington, D.C., National Gallery of Art, ""The Art of Paul Gauguin,"" 1988, p. 136, cat. 70 (ill.); only shown at The Art Institute of Chicago, September 17-December 11, 1988.

The Art Institute of Chicago, ""Gauguin: Artist as Alchemist"",  June 25 - September 10, 2017, pp. 15, 126, 135, cat. 57, cat. by Gloria Groom, et. al.",87.3486,Prints and Drawings,Paul Gauguin,,zincograph
13,48779,"Human Miseries, from the Volpini Suite",1943.1028,False,1889.0,1889.0,1889,"Paul Gauguin
French, 1848-1903",France,"The Art Institute of Chicago, ""Gauguin: Paintings, Drawings, Prints, Sculpture,"" February 12-March 29, 1959, p. 80, cat. 132.

Toronto, Canada, Art Gallery of Ontario, ""Vincent van Gogh and the Birth of Cloisonism,"" January 23-March 22, 1981, pp. 194-201, cat. 58e (ill.), cat. by Bogomila Welsh-Ovcharov; traveled to the Rijksmuseum Vincent van Vogh, Amsterdam, April 9-June 14, 1981.

Washington, D.C., National Gallery of Art, ""The Art of Paul Gauguin,"" 1988, p. 135, cat. 69 (ill.); only shown at The Art Institute of Chicago, September 17-December 11, 1988.

The Art Institute of Chicago, ""Becoming Edvard Munch: Influence, Anxiety and Myth"", February 14-April 26, 2009, pp. 128, 130-131, fig. 136, cat. by Jay A. Clarke

The Art Institute of Chicago, ""Gauguin: Artist as Alchemist"",  June 25 - September 10, 2017, pp. 15, 178, 180, cat. 107, cat. by Gloria Groom, et. al.",90.4195,Prints and Drawings,Paul Gauguin,,zincograph
13,48774,"Joies de Bretagne (Joys of Brittany), from the Volpini Suite",1943.1027,False,1889.0,1889.0,1889,"Paul Gauguin
French, 1848-1903",France,"The Art Institute of Chicago, ""Gauguin: Paintings, Drawings, Prints, Sculpture,"" February 12-March 29, 1959, p. 80, cat. 129.

Toronto, Canada, Art Gallery of Ontario, ""Vincent van Gogh and the Birth of Cloisonism,"" January 23-March 22, 1981, pp. 194-201, cat. 58b (ill.), cat. by Bogomila Welsh-Ovcharov; traveled to the Rijksmuseum Vincent van Vogh, Amsterdam, April 9-June 14, 1981.

Washington, D.C., National Gallery of Art, ""The Art of Paul Gauguin,"" 1988, p. 138, cat. 72 (ill.); only shown at The Art Institute of Chicago, September 17-December 11, 1988.

The Art Institute of Chicago, ""Gauguin: Artist as Alchemist"",  June 25 - September 10, 2017, pp. 15, 126, 127, 142, cat. 47, cat. by Gloria Groom, et. al.",94.6964,Prints and Drawings,Paul Gauguin,,zincograph
13,48773,"Les drames de la mer: Bretagne (Dramas of the Sea: Brittany), from the Volpini Suite",1943.1026,False,1889.0,1889.0,1889,"Paul Gauguin
French, 1848-1903",France,"Art Institute of Chicago, ""Gauguin: Paintings, Drawings, Prints, Sculpture,"" Feb. 12–Mar. 29, 1959, cat. 134; New York, Metropolitan Museum of Art, Apr. 21–May 31, 1959 (Chicago only).

Toronto, Canada, Art Gallery of Ontario, ""Vincent van Gogh and the Birth of Cloisonism,"" January 23-March 22, 1981, pp. 194-201, cat. 58g (ill.), cat. by Bogomila Welsh-Ovcharov; traveled to the Rijksmuseum Vincent van Vogh, Amsterdam, April 9-June 14, 1981.

Washington, D.C., National Gallery of Art, ""The Art of Paul Gauguin,"" 1988, p. 139, cat. 73 (ill.); only shown at The Art Institute of Chicago, September 17-December 11, 1988.

Auckland, New Zealand, Auckland City Art Gallery, ""Paul Gauguin: Pages From the Pacific,"" August 4-October 15, 1995, pp. 34 and 49, cat. 5 (ill.), cat. by Douglas Druick and Peter Zegers.

The Art Institute of Chicago, ""Van Gogh and Gauguin: The Studio of the South,"" September 22, 2001-January 13, 2002, pp. 276-277 and 407, cat. 90, fig. 26.",86.2913,Prints and Drawings,Paul Gauguin,Post-Impressionism,zincograph
13,48769,"Pastorales Martinique (Martinique Pastorals), from the Volpini Suite",1943.1025,False,1889.0,1889.0,1889,"Paul Gauguin
French, 1848-1903",France,"The Art Institute of Chicago, ""Gauguin: Paintings, Drawings, Prints, Sculpture,"" February 12-March 29, 1959, p. 80, cat. 136.

Toronto, Canada, Art Gallery of Ontario, ""Vincent van Gogh and the Birth of Cloisonism,"" January 23-March 22, 1981, pp. 194-201, cat. 58i (ill.), cat. by Bogomila Welsh-Ovcharov; traveled to the Rijksmuseum Vincent van Vogh, Amsterdam, April 9-June 14, 1981.

Washington, D.C., National Gallery of Art, ""The Art of Paul Gauguin,"" 1988, p. 141, cat. 75 (ill.); only shown at The Art Institute of Chicago, September 17-December 11, 1988.

Auckland, New Zealand, Auckland City Art Gallery, ""Paul Gauguin: Pages From the Pacific,"" August 4-October 15, 1995, pp. 34 and 49, cat. 4 (ill.), cat. by Douglas Druick and Peter Zegers.",94.509,Prints and Drawings,Paul Gauguin,,zincograph
13,48766,"Les drames de la mer (Dramas of the Sea), from the Volpini Suite",1943.1024,False,1889.0,1889.0,1889,"Paul Gauguin
French, 1848-1903",France,"The Art Institute of Chicago, ""Gauguin: Paintings, Drawings, Prints, Sculpture,"" February 12-March 29, 1959, p. 80, cat. 135.

Toronto, Canada, Art Gallery of Ontario, ""Vincent van Gogh and the Birth of Cloisonism,"" January 23-March 22, 1981, pp. 194-201, cat. 58h (ill.), cat. by Bogomila Welsh-Ovcharov; also traveled to the Rijksmuseum Vincent van Vogh, Amsterdam, April 9-June 14, 1981.

Washington, D.C., National Gallery of Art, ""The Art of Paul Gauguin,"" 1988, p. 140, cat. 74 (ill.); only shown at The Art Institute of Chicago, September 17-December 11, 1988.

The Art Institute of Chicago, ""Van Gogh and Gauguin: The Studio of the South,"" September 22, 2001-January 13, 2002, pp. 276-277, 407, cat. 90, fig. 25.",99.9234,Prints and Drawings,Paul Gauguin,,zincograph
13,48762,"The Laundresses, from the Volpini Suite",1943.1023,False,1889.0,1889.0,1889,"Paul Gauguin
French, 1848-1903",France,"The Art Institute of Chicago, ""Gauguin: Paintings, Drawings, Prints, Sculpture,"" February 12-March 29, 1959, p. 80, cat. 133.

Toronto, Canada, Art Gallery of Ontario, ""Vincent van Gogh and the Birth of Cloisonism,"" January 23-March 22, 1981, pp. 194-201, cat. 58f (ill.), cat. by Bogomila Welsh-Ovcharov; traveled to the Rijksmuseum Vincent van Vogh, Amsterdam, April 9-June 14, 1981.

Washington, D.C., National Gallery of Art, ""The Art of Paul Gauguin,"" 1988, p. 134, cat. 68 (ill.); only shown at The Art Institute of Chicago, September 17-December 11, 1988.

The Art Institute of Chicago, ""Gauguin: Artist as Alchemist"",  June 25 - September 10, 2017, pp. 15, 126, 139, 142, cat. 65, cat. by Gloria Groom, et. al.",87.0925,Prints and Drawings,Paul Gauguin,,zincograph
